"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.999037816360393","0.953224295988832","0.915660573918696","0.916485198723288","0.917092838968586","0.936569505196226","0.947392656702603","0.967835815896843","0.967182105955156","0.904870918064193","0.894017428878819","0.962371367647504","0.964186878595361","0.991012972893409","1.03616112329643","1.01115102156476","0.999696371364815","1.01675792660007","1.05728495042953","0.994719310598473","1.02154764326947","0.979352043353886","0.992615542935655","1.00502742095706","1.01664941956581","0.966589000449708","0.94840980904329","0.937925718993114","0.917507479649953","0.913617789744976","","",
"Afghanistan","AFG","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.191745114991076","0.167681578847638","0.0959577421433218","0.084721110433272","0.0755458273872716","0.0684679555059887","0.0625880343135185","0.0568266177530693","0.052690856160549","0.0401569651487615","0.0365737041708027","0.0337853598501818","0.0455736591759986","0.0515183765246739","0.0416553939506325","0.0604187806022607","0.0665832909103162","0.0653123461857888","0.128416559329282","0.17186242140344","0.243614036208391","0.296506240366271","0.25929533423413","0.185623659918544","0.146235617051388","0.172896741130684","0.149789333765749","0.131694555645599","0.163295300459884","0.159824372036919","","",
"Africa Western and Central","AFW","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.478144281543245","0.530016017504791","0.568305391182801","0.523528636653844","0.470887743050291","0.501681001965908","0.564390268236728","0.549638482548478","0.514868438361306","0.511254216743557","0.530435199664881","0.544612029591359","0.502621173463526","0.52160930383394","0.50778015657985","0.508247257529393","0.474162053779324","0.441870455136703","0.456156183128515","0.430200165774896","0.472077441133928","0.476788627630586","0.480603245923703","0.508098692567367","0.515960051268181","0.494065233507521","0.499404563255522","0.48313951973084","0.486456127598732","0.493923185283811","","",
"Angola","AGO","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.553661954772739","0.544538648814289","0.543557223342212","0.708984229804504","0.836804405412332","0.912141485191505","1.07216846488669","1.08663697422169","1.09182530795073","1.1098596566393","0.988077382561056","0.941828905449053","0.895577671608914","0.92486943690527","0.930262948430143","0.813539290993925","0.821840076464003","0.811753507873316","0.888658008764781","0.939403983407429","0.976184197617901","0.985522311911954","0.950695879457717","1.03629385191255","1.09977911107656","1.13504405041569","1.03181134788892","0.813300730203195","0.777674934412","0.792137069457626","","",
"Albania","ALB","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.81954163372931","1.24281022043045","0.683699826210896","0.638307036219586","0.645355188531009","0.605436252895428","0.612367358547086","0.466921472384454","0.572153695185918","0.955359308384195","1.026213108529","1.05549588209555","1.23237878291558","1.3389849808862","1.40405868767094","1.33820939947885","1.33999573904164","1.3939313702533","1.38431124871868","1.44149356167856","1.52762366260495","1.66942319005525","1.50324046003101","1.53363003912154","1.66833737091547","1.60377514987108","1.55766435847472","1.78878607422544","1.78273894754715","1.69224831964856","","",
"Andorra","AND","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.52183165773831","7.23537923975576","6.96307869977243","6.72417751828648","6.5415789137788","6.73347948637645","6.99159454966363","7.30744115177711","7.63953850951045","7.92319164802386","7.95228628230616","7.72154906153481","7.56623988393346","7.24241556968804","7.34426232634998","7.35378001180027","6.79054277326908","6.53104692022051","6.4393038571151","6.15668747619036","6.15719777543413","5.85088610518153","5.94465417322895","5.94280041192477","5.80712772328595","6.02618182154689","6.08060028213865","6.10413391181354","6.36297539913701","6.4812174318824","","",
"Arab World","ARB","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.85703733250345","2.79065690099749","2.97436522251967","3.11830944021318","3.22116271933409","3.21915752439717","3.25724323743018","3.34102328389758","3.2882307411938","3.26210078614168","3.32640771332365","3.43603063453552","3.47780044083573","3.50616815695038","3.61389676796463","3.77343734241249","3.88211793858339","3.94536157429499","4.16096412707157","4.19856998898453","4.34437798999592","4.3366335580116","4.53316474669317","4.5135829822045","4.56805532843458","4.59084575224496","4.55051531374866","4.51154465796391","4.37507379759258","4.40838944882303","","",
"United Arab Emirates","ARE","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.1951885681596","31.7784962411449","29.0809258353581","29.2756777650721","30.8493329561794","31.1250180634417","30.9280258798222","30.4863326222102","29.6635805168039","28.8871079817493","27.0351591079578","29.430269940976","28.5014617313995","27.9692698207009","27.0389382175218","25.3823810365917","22.9351042869163","21.3702857602629","22.0114692449859","19.8323488654893","19.0397697503711","18.5094573827043","19.2078011238178","20.0556475690671","20.0516979702415","21.0776419699804","21.4806686088848","20.7690223324057","18.390678060455","19.3295632814806","","",
"Argentina","ARG","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.07554132838369","3.20203130674861","3.21897372210352","3.2457952806325","3.25294528747174","3.2413418931481","3.47695320506142","3.5369899542418","3.67879380151389","3.68851827413871","3.58739203786108","3.3603711850022","3.11742482880113","3.35172371332405","3.67297399646765","3.75363923507433","3.94249128952415","4.10262963566713","4.1723885308823","3.86756996725025","4.09968971416256","4.2809893532601","4.26422378235981","4.34211506853729","4.20909563279429","4.30191387639872","4.20184577616112","4.07130836193664","3.97577197057929","3.74065029063396","","",
"Armenia","ARM","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.61025435790992","5.90257639328904","3.16600925985094","1.49861244544114","0.834433730125859","1.0909602905995","0.814339187422058","1.0660432973166","1.11622544665906","1.00679179804598","1.15976136281082","1.1800624515273","1.02835351550542","1.15973224102019","1.25303469021992","1.49601076260556","1.5177629900129","1.77316143075894","1.95693035605486","1.56158360111611","1.50835124445503","1.71734338010039","1.98319202749552","1.89812716968877","1.8816077373473","1.82529224417894","1.72675284025676","1.82356015509399","1.93445157896542","2.08606067775467","","",
"American Samoa","ASM","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.35822685621992","3.47205782554488","4.49898385019935","3.80072061662891","3.72018273537596","3.93173345759553","3.98996808025536","4.04423556974912","4.37045029295675","4.41920882770442","4.34170536924231","4.532974149096","4.9809699570217","5.16952246754827","4.97840623745086","5.03302148761043","5.31947044206993","5.47430063840638","5.6210036919592","16.0243476210748","5.56628432962334","6.05042040848932","7.74276314974583","5.13605069181409","5.18571324378432","5.23666530802004","5.28988573846805","5.23971705527901","5.29694013900061","5.35447645499165","","",
"Australia","AUS","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.4484884354618","15.3182133765332","15.3415261503287","15.455368766627","15.6919630355643","16.0568835768039","16.4278302659604","16.6252632715883","17.5629308962642","17.6323576032971","17.7230721035869","17.8045639519909","17.9819247034404","17.721683734545","18.1747268677819","18.1462920125665","18.1414534921115","18.521097005896","18.3037480206975","18.2230995516682","17.5900692657153","17.2954158367427","17.0220422280855","16.4423157091219","15.8304215213482","15.863288004258","15.914657116179","15.818316324949","15.4935292521053","15.2382671504147","","",
"Austria","AUT","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.58936421003276","8.04911377864628","7.35392679412028","7.31124250265602","7.34364080776017","7.69726474086588","8.1542733229493","8.05969748398634","8.10727223698659","7.88881932213959","7.92978551259517","8.44410916140459","8.58331747454014","9.16834390776994","9.27561409968639","9.26611355969716","8.96156919548461","8.58780176061628","8.49967401978365","7.72114398171392","8.36501490116616","8.13547438124649","7.72361448670012","7.75369957604068","7.26040422807808","7.31715887345687","7.28881998322196","7.4861615826868","7.13306391934265","7.2939842524557","","",
